;http://www.das-labor.org/;http://www.das-labor.org/favicon.ico;Das Labor - Bochum
;http://www.debian.org/;http://www.debian.org/favicon.ico;Debian -- Das universelle Betriebssystem
;http://www.elektrischer-reporter.de/;http://www.elektrischer-reporter.de/favicon.ico;Elektrischer Reporter - Phase II
;http://www.foebud.org/;http://www.foebud.org/favicon.ico;Willkommen beim FoeBuD e.V. . FoeBuD e.V.
;http://www.lio-darmstadt.de/;http://www.lio-darmstadt.de/fileadmin/templates/ver20/img/favicon/favicon_lio.ico;Die LIO
;http://www.myspace.com/;http://www.myspace.com/favicon.ico;MySpace - Meine Freunde
;http://www.neon.de/;http://www.neon.de/favicon.ico;NEON.de
;http://www.spiegel.de/;http://www.spiegel.de/favicon.ico;SPIEGEL ONLINE - Nachrichten
;http://www.stadtrevue.de/;http://www.stadtrevue.de/favicon.ico;StadtRevue Köln Magazin | Tagestipps
;http://www.stern.de/;http://www.stern.de/favicon.ico;Nachrichten - Aktuelle News, Hintergründe und bildstarke Reportagen | STERN.DE
;http://www.tu-darmstadt.de/;http://www.tu-darmstadt.de/media/corporate_design/cd_grafiken/athene_favicon.png;Home . Technische Universität Darmstadt
;http://www.ubuntu.com/;http://www.ubuntu.com/sites/all/themes/ubuntu09/favicon.ico;Ubuntu
;http://www.welt.de/;http://www.welt.de/favicon.ico;Nachrichten und aktuelle Informationen aus Politik, Wirtschaft, Sport und Kultur - WELT ONLINE
;http://www.wetter.com/;http://www.wetter.com/favicon.ico;wetter.com: Wetter, Wettervorhersage, Wetterbericht, Reise
;http://www.tvtoday.de/;http://www.tvtoday.de/favicon.ico;Fernsehprogramm von TV Today, Wissen was heute im TV Programm läuft - TV Today
;http://www.gutenberg.org/;http://www.gutenberg.org/favicon.ico;Gutenberg
;http://www.kvb-koeln.de/;http://www.kvb-koeln.de/favicon.ico;Kölner Verkehrs-Betriebe AG
;http://www.cinedom.de/;;CINEDOM
;http://www.deutschepost.de/;http://www.deutschepost.de/favicon.ico;Deutsche Post
;http://www.alternate.de/;http://www.alternate.de/favicon.ico;ALTERNATE. Hardware - Software - Entertainment
